,Player,Team,Annual Salary
424,"Wenyen Gabriel, F",Detroit Pistons,"$1,445,697"
425,"Derrick Walton Jr., G",Brooklyn Nets,"$1,445,697"
426,"Theo Pinson, G",Brooklyn Nets,"$1,445,697"
427,"Iman Shumpert, G",Memphis Grizzlies,"$1,419,138"
428,"De'Anthony Melton, SG",Portland Trail Blazers,"$1,416,852"
429,"Gary Trent Jr., SG",Detroit Pistons,"$1,416,852"
430,"Svi Mykhailiuk, SG",Orlando Magic,"$1,416,852"
431,"Melvin Frazier Jr., G",New Orleans Pelicans,"$1,416,852"
432,"Kenrich Williams, SF",Oklahoma City Thunder,"$1,416,852"
433,"Deonte Burton, G",Denver Nuggets,"$1,416,852"
434,"Keita Bates-Diop, SF",San Antonio Spurs,"$1,416,852"
435,"Chimezie Metu, PF",Dallas Mavericks,"$1,416,852"
436,"Ryan Broekhoff, G",Phoenix Suns,"$1,416,852"
437,"Elie Okobo, G",Detroit Pistons,"$1,416,852"
438,"Bruce Brown, SF",Minnesota Timberwolves,"$1,416,852"
439,"Jarred Vanderbilt, PF",Phoenix Suns,"$1,416,852"
440,"Jevon Carter, PG",Miami Heat,"$1,416,852"
441,"Duncan Robinson, SG",Los Angeles Lakers,"$1,416,852"
442,"Jemerrio Jones, F",Miami Heat,"$1,416,852"
443,"Kendrick Nunn, G",Houston Rockets,"$1,416,852"
444,"Isaiah Hartenstein, C",Detroit Pistons,"$1,416,852"
445,"Khyri Thomas, SG",Oklahoma City Thunder,"$1,416,852"
446,"Hamidou Diallo, SG",Dallas Mavericks,"$1,416,852"
447,"Jalen Brunson, PG",Indiana Pacers,"$1,416,852"
448,"Alize Johnson, F",Charlotte Hornets,"$1,416,852"
449,"Devonte' Graham, PG",New Orleans Pelicans,"$1,416,852"
450,"Dairis Bertans, G",Boston Celtics,"$1,416,852"
451,"Yante Maten, F",Washington Wizards,"$1,416,852"
452,"Isaac Bonga, G",Washington Wizards,"$1,416,842"
453,"Tarik Phillip, G",Minnesota Timberwolves,"$1,416,842"
454,"Jaylen Nowell, SG",Atlanta Hawks,"$1,400,000"
455,"Bruno Fernando, F",Memphis Grizzlies,"$1,400,000"
456,"Dakari Johnson, C",Utah Jazz,"$1,378,242"
457,"Kyle Collinsworth, G",San Antonio Spurs,"$1,378,242"
458,"Jaylen Morris, F",San Antonio Spurs,"$1,378,242"
459,"Brandon Paul, G",Miami Heat,"$1,378,242"
460,"Rodney Purvis, G",Los Angeles Lakers,"$1,378,242"
461,"David Stockton, G",Houston Rockets,"$1,378,242"
462,"Zhou Qi, C",Houston Rockets,"$1,378,242"
463,"Aaron Jackson, F",New Orleans Pelicans,"$1,378,242"
464,"Ike Anigbogu, C",Portland Trail Blazers,"$1,378,242"
465,"Carmelo Anthony, PF",Atlanta Hawks,"$1,364,204"
466,"Jabari Bird, G",San Antonio Spurs,"$1,349,464"
467,"Ben Moore, F",New Orleans Pelicans,"$1,349,383"
468,"James Nunnally, SF",Cleveland Cavaliers,"$1,349,383"
469,"Kevin Porter Jr., SG",Boston Celtics,"$1,290,960"
470,"Carsen Edwards, PG",Washington Wizards,"$1,228,026"
471,"Okaro White, F",Charlotte Hornets,"$1,187,862"
472,"Cody Martin, SF",Washington Wizards,"$1,173,310"
473,"Gary Payton II, SG",Denver Nuggets,"$1,052,909"
474,"Nick Young, G",Washington Wizards,"$1,042,584"
475,"Admiral Schofield, SF",LA Clippers,"$1,000,000"
476,"Terance Mann, SG",Washington Wizards,"$1,000,000"
477,"Ron Baker, G",Brooklyn Nets,"$948,580"
478,"David Nwaba, SF",Charlotte Hornets,"$903,111"
479,"Jalen McDaniels, PF",Toronto Raptors,"$898,310"
480,"Dewan Hernandez, F",Chicago Bulls,"$898,310"
481,"Daniel Gafford, C",Golden State Warriors,"$898,310"
482,"Eric Paschall, PF",Utah Jazz,"$898,310"
483,"Stanton Kidd, SF",Miami Heat,"$898,310"
484,"KZ Okpala, F",Toronto Raptors,"$898,310"
485,"Terence Davis, SG",New York Knicks,"$898,310"
486,"Ignas Brazdeikis, SF",Brooklyn Nets,"$898,310"
487,"Nic Claxton, PF",Minnesota Timberwolves,"$898,310"
488,"Naz Reid, C",Phoenix Suns,"$898,310"
489,"Jalen Lecque, G",Chicago Bulls,"$898,310"
490,"Max Strus, SG",Charlotte Hornets,"$898,310"
491,"Caleb Martin, SF",Los Angeles Lakers,"$898,310"
492,"Talen Horton-Tucker, SG",Golden State Warriors,"$898,310"
493,"Alen Smailagic, PF",Washington Wizards,"$898,310"
494,"Justin Robinson, F",Denver Nuggets,"$898,310"
495,"Vlatko Cancar, SF",Toronto Raptors,"$898,310"
496,"Matt Thomas, SG",Boston Celtics,"$898,310"
497,"Javonte Green, SF",Utah Jazz,"$898,310"
498,"Miye Oni, SG",Sacramento Kings,"$898,310"
499,"Justin James, G",Golden State Warriors,"$898,310"
500,"Damion Lee, SG",Orlando Magic,"$842,327"
501,"Isaiah Briscoe, G",Utah Jazz,"$838,464"
502,"Juwan Morgan, F",Golden State Warriors,"$746,054"
503,"Marquese Chriss, SF",Brooklyn Nets,"$654,469"
504,"Timothe Luwawu-Cabarrot, SG",Milwaukee Bucks,"$654,469"
505,"Marvin Williams, F",Dallas Mavericks,"$604,278"
506,"Michael Kidd-Gilchrist, F",Utah Jazz,"$595,122"
507,"Rayjon Tucker, G",Houston Rockets,"$578,573"
508,"Chris Clemons, G",Orlando Magic,"$563,347"
509,"Gary Clark, F",Atlanta Hawks,"$555,409"
510,"Brandon Goodwin, G",LA Clippers,"$522,738"
511,"Reggie Jackson, PG",Houston Rockets,"$512,721"
512,"DeMarre Carroll, F",Washington Wizards,"$512,721"
513,"Anzejs Pasecniks, C",Miami Heat,"$482,144"
514,"Chris Silva, PF",Houston Rockets,"$466,918"
515,"Jeff Green, PF",Denver Nuggets,"$439,475"
516,"Troy Daniels, G",Los Angeles Lakers,"$384,541"
517,"Dion Waiters, G",Philadelphia 76ers,"$375,385"
518,"Norvel Pelle, PF",Golden State Warriors,"$350,189"
519,"Ky Bowman, G",Golden State Warriors,"$350,189"
520,"Juan Toscano-Anderson, SF",Los Angeles Lakers,"$350,189"
521,"JR Smith, G",San Antonio Spurs,"$289,803"
522,"Tyler Zeller, C",Phoenix Suns,"$245,686"
523,"Jimmer Fredette, G",Memphis Grizzlies,"$208,509"
524,"Jontay Porter, PF",Brooklyn Nets,"$197,933"
525,"Tyler Johnson, G",Memphis Grizzlies,"$183,115"
526,"Anthony Tolliver, PF",Oklahoma City Thunder,"$183,115"
