,Player,Team,Annual Salary
425,"Daniel Hamilton, F",Atlanta Hawks,"$1,349,383"
426,"Antonio Blakeney, G",Chicago Bulls,"$1,349,383"
427,"Alfonzo McKinnie, F",Golden State Warriors,"$1,349,383"
428,"Tyrone Wallace, G",LA Clippers,"$1,349,383"
429,"Tyson Chandler, C",Los Angeles Lakers,"$1,333,140"
430,"Shaquille Harrison, G",Chicago Bulls,"$1,311,265"
431,"Elie Okobo, G",Phoenix Suns,"$1,238,464"
432,"Jalen Brunson, PG",Dallas Mavericks,"$1,230,000"
433,"Okaro White, F",Washington Wizards,"$1,187,862"
434,"Joakim Noah, C",Memphis Grizzlies,"$1,093,858"
435,"Melvin Frazier Jr., G",Orlando Magic,"$1,050,000"
436,"Nick Young, G",Denver Nuggets,"$1,042,584"
437,"Isaac Bonga, G",Los Angeles Lakers,"$1,000,000"
438,"Devonte' Graham, PG",Charlotte Hornets,"$988,464"
439,"De'Anthony Melton, SG",Phoenix Suns,"$949,000"
440,"Ron Baker, G",Washington Wizards,"$948,580"
441,"Austin Rivers, SG",Houston Rockets,"$922,943"
442,"Chasson Randle, G",Washington Wizards,"$869,094"
443,"Gary Trent Jr., SG",Portland Trail Blazers,"$838,464"
444,"Brad Wanamaker, PG",Boston Celtics,"$838,464"
445,"Kenrich Williams, SF",New Orleans Pelicans,"$838,464"
446,"Keita Bates-Diop, SF",Minnesota Timberwolves,"$838,464"
447,"Chimezie Metu, PF",San Antonio Spurs,"$838,464"
448,"Ryan Broekhoff, G",Dallas Mavericks,"$838,464"
449,"Isaiah Briscoe, G",Orlando Magic,"$838,464"
450,"Bruce Brown, SF",Detroit Pistons,"$838,464"
451,"Jarred Vanderbilt, PF",Denver Nuggets,"$838,464"
452,"Jevon Carter, PG",Memphis Grizzlies,"$838,464"
453,"Isaiah Hartenstein, C",Houston Rockets,"$838,464"
454,"Khyri Thomas, SG",Detroit Pistons,"$838,464"
455,"Hamidou Diallo, SG",Oklahoma City Thunder,"$838,464"
456,"Alize Johnson, F",Indiana Pacers,"$838,464"
457,"Patrick McCaw, SF",Toronto Raptors,"$777,665"
458,"Kenneth Faried, F",Houston Rockets,"$683,661"
459,"Brandon Goodwin, G",Denver Nuggets,"$630,032"
460,"Gary Clark, F",Houston Rockets,"$596,873"
461,"Bruno Caboclo, F",Memphis Grizzlies,"$522,151"
462,"Wesley Matthews, SG",Indiana Pacers,"$512,746"
463,"Salah Mejri, C",Dallas Mavericks,"$512,746"
464,"Nik Stauskas, G",Cleveland Cavaliers,"$504,200"
465,"Jeremy Lin, G",Toronto Raptors,"$487,109"
466,"Enes Freedom, C",Portland Trail Blazers,"$487,109"
467,"John Jenkins, G",Washington Wizards,"$486,520"
468,"Chris Boucher, PF",Toronto Raptors,"$457,418"
469,"Malcolm Miller, F",Toronto Raptors,"$457,418"
470,"Markieff Morris, PF",Oklahoma City Thunder,"$427,288"
471,"Henry Ellenson, PF",New York Knicks,"$341,831"
472,"Pau Gasol, PF",Milwaukee Bucks,"$333,285"
473,"Andrew Bogut, C",Golden State Warriors,"$307,648"
474,"Jaylen Adams, G",Atlanta Hawks,"$270,014"
475,"Danuel House Jr., SF",Houston Rockets,"$247,827"
476,"Jimmer Fredette, G",Phoenix Suns,"$208,509"
477,"Tim Frazier, PG",New Orleans Pelicans,"$196,553"
478,"Dairis Bertans, G",New Orleans Pelicans,"$194,220"
479,"Ray Spalding, F",Phoenix Suns,"$184,746"
480,"Deonte Burton, G",Oklahoma City Thunder,"$151,587"
481,"Cameron Reynolds, SF",Minnesota Timberwolves,"$108,953"
482,"Chris Chiozza, G",Houston Rockets,"$90,005"
483,"JaKarr Sampson, SF",Chicago Bulls,"$85,458"
484,"Donatas Motiejunas, F",San Antonio Spurs,"$59,820"
485,"Michael Carter-Williams, PG",Orlando Magic,"$59,820"
486,"Greg Monroe, C",Philadelphia 76ers,"$59,820"
487,"Tyler Zeller, C",Memphis Grizzlies,"$59,820"
488,"Jemerrio Jones, F",Los Angeles Lakers,"$52,108"
489,"Isaac Humphries, C",Atlanta Hawks,"$47,371"
490,"Mitchell Creek, G",Minnesota Timberwolves,"$47,371"
491,"BJ Johnson, F",Sacramento Kings,"$42,634"
492,"Billy Garrett Jr., G",New York Knicks,"$42,634"
493,"Deyonta Davis, F",Atlanta Hawks,"$25,367"
494,"Michael Frazier II, G",Houston Rockets,"$23,685"
495,"Yante Maten, F",Miami Heat,"$18,948"
496,"Eric Moreland, C",Phoenix Suns,"$17,092"
497,"Jordan McRae, G",Washington Wizards,"$17,092"
498,"Jonathan Gibson, G",Boston Celtics,"$17,092"
499,"Tarik Phillip, G",Washington Wizards,"$9,474"
500,"Duncan Robinson, SG",Miami Heat,"$9,474"
501,"Kendrick Nunn, G",Los Angeles Lakers,"$4,737"
502,"Theo Pinson, G",Brooklyn Nets,"$4,737"
